PLACE,state,utility_name,number,pwsid,total_monitoring_and_reporting_other_violations,total_health_based_violations,more_than_5_violations,IF_MORE_THAN_5_year_of_most_recent_violation,IF_MORE_THAN_5_number_of_violations_2016.2020,VIO_Missing,ERROR_CrossChecked_NoViolationData,IF_LESS_THAN_5_number_vio_2016.2020,IF_LESS_THAN_5_year_of_most_recent_violation,Comments,services_provided,county,institutional_arrangement,rate_change_water,rate_change_sewer,year_or_date_of_last_rates_change,median_household_income_in_2017_u_s_census_bureau,approx_number_of_water_connections_epa_sdwis,service_population_approx,source_water,notes_and_assumptions_about_rates_and_calculated_bills,billing_period_water,base_charge_pricing_water,monthly_gallons_provided_with_base_charge_allowance_water,water_rate_structure,number_of_blocks_water,first_block_maximum_monthly_gallons_water,outside_inside_bill_differential_at_5_000_gallons_water,water_zero_gallons_0_cf,water_zero_gallons_outside_0_cf,water_3_000gallons_401_cf,water_3_000gallons_outside_401_cf,water_4_000gallons_535_cf,water_4_000gallons_outside_535_cf,water_5_000gallons_668_cf,water_5_000gallons_outside_668_cf,water_7_000gallons_936_cf,water_7_000gallons_outside_936_cf,water_10_000gallons_1_337_cf,water_10_000gallons_outside_1_337_cf,water_15_000gallons_2_005_cf,water_15_000gallons_outside_2_005_cf,billing_period_sewer,base_charge_pricing_sewer,monthly_gallons_provided_with_base_charge_allowance_sewer,sewer_rate_structure,number_of_blocks_sewer,first_block_maximum_monthly_gallons_sewer,outside_inside_bill_differential_at_5_000_gallons_sewer,sewer_zero_gallons_0_cf,sewer_zero_gallons_outside_0_cf,sewer_3_000gallons_401_cf,sewer_3_000gallons_outside_401_cf,sewer_4_000gallons_535_cf,sewer_4_000gallons_outside_535_cf,sewer_5_000gallons_668_cf,sewer_5_000gallons_outside_668_cf,sewer_7_000gallons_936_cf,sewer_7_000gallons_outside_936_cf,sewer_10_000gallons_1_337_cf,sewer_10_000gallons_outside_1_337_cf,sewer_15_000gallons_2_005_cf,sewer_15_000gallons_outside_2_005_cf,operating_ratio_fy2018_water,operating_ratio_fy2018_sewer,date_of_last_rates_change,median_household_income_in_2016_census_bureau,implied_rate_structure_for_residential_usage_15_000_gallons_month_water,outside_inside_bill_differential_at_6_000_gallons_water,oper_revenue_oper_expense_inc_depreciation_water,water_6_000gallons_802_cf,water_6_000gallons_outside_802_cf,wastewater_rate_structure,implied_rate_structure_for_residential_usage_15_000_gallons_month_sewer,outside_inside_bill_differential_at_6_000_gallons_sewer,oper_revenue_oper_expense_inc_depreciation_sewer,sewer_6_000gallons_802_cf,sewer_6_000gallons_outside_802_cf,x2016_median_household_income_census,x2016_median_house_value_wi_department_of_revenue,estimated_service_population_epa,number_of_accounts_psc,primary_county,water_planning_region_name,implied_uniform_rate_rate_structure_for_residential_usage_15_000_gals_month,oper_revenue_oper_expense_fy2016,monthly_public_fire_protection_charge,water_1_000gallons_137_cf,water_2_000gallons_267_cf,water_8_000gallons_1_069_cf,water_9_000gallons_1_203_cf,old_institutional_arrangement,old_source_water,old_billing_period_water,monthly_bill,old_water_rate_structure,old_billing_period_sewer,old_sewer_rate_structure,STATE.x,noviolations,NEWMostRecentViolationYear,NEWViolations2016.2020,newviolations_2016_2020,finmostrecentviolationyear,No.CDP,CountyCensusData,BinaryCoLoc,CensusPop_fin,PropNonWhite_All_Census_fin,NonWhite_All_Census_fin,PropNonWhite_no2plus_Census_fin,NonWhite_no2plus_Census_fin,PropHispLat_Census_fin,MedHHI_Census_fin,Under100PovLevel_fin,PropUnder100PovLevel_fin,Under150PovLevel_fin,PropUnder150PovLevel_fin,Under200PovLevel_fin,PropUnder200PovLevel_fin,GiniIndex_Census_fin,CensusWhiteProp_fin,CensusBlackProp_fin,CensusAmIndAKProp_fin,CensusAsianProp_fin,CensusNHPIProp_fin,CensusOtherProp_fin,Census2plusProp_fin,Census2plusOtherProp_fin
Harris County,GA,Harris County,238,GA1450011,3,0,N,NA,NA,,,0,2008,,W,Harris County,Other_Govt,No,NA,7/1/2014,69539,15104,20062,SW,NA,Monthly,Constant,1000,Uniform Rate,NA,NA,NA,13.6,NA,23.92,NA,29.8,NA,34.24,NA,44.56,NA,6.4,NA,85.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,County/District,SW,Monthly,1,Uniform Rate,NA,NA,NA,0,2008,0,0,2008,TRUE,1,1,34105,0.208151297,7099,0.178859405,6100,0.035566632,76319,2079,0.061991234,4311,0.128544593,7180,0.214091899,0.4436,0.791848703,0.16112007,0.000762352,0.010672922,0.000117285,0.006186776,0.029291893,0.004398182
Harrison town,GA,Harrison,239,GA3030002,13,0,N,NA,NA,Y,Y,NA,NA,,B,Washington County,Municipality,No,No,1/1/2018,35000,156,401,GW,NA,Monthly,Constant,2000,Uniform Rate,NA,NA,NA,15,NA,18,NA,21,NA,24,NA,3,NA,39,NA,54,NA,Monthly,Constant,2000,Uniform Rate,NA,NA,NA,15,NA,18,NA,21,NA,24,NA,3,NA,39,NA,54,NA,0.46,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipality,GW,Monthly,1,Uniform Rate,Monthly,Uniform Rate,Georgia,0,NA,NA,NA,NA,FALSE,0,0,492,0.62601626,308,0.613821138,302,0,24318,136,0.286315789,229,0.482105263,303,0.637894737,0.4144,0.37398374,0.611788618,0,0.00203252,0,0,0.012195122,0
Hart County,GA,Hart County Water and Sewer Authority,240,GA1470065,0,0,N,NA,NA,,,NA,NA,,B,Hart County,Other_Govt,Yes,Yes,8/20/2018,41216,1740,4059,Other,Base fee waived if customers uses 2 million gallons per month or more.,Monthly,By Meter Size,1000,Increasing Block,2,10000,NA,2,NA,27.26,NA,3.89,NA,34.52,NA,41.78,NA,52.67,NA,78.17,NA,Monthly,By Meter Size,1000,Uniform Rate,NA,NA,NA,2,NA,32.1,NA,38.15,NA,44.2,NA,56.3,NA,74.45,NA,14.7,NA,1.35,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Authority,P,Monthly,1,Increasing Block,Monthly,Uniform Rate,NA,1,NA,0,0,NA,TRUE,1,1,25773,0.225934117,5823,0.209870795,5409,0.036472277,43204,3750,0.151197484,7730,0.311668414,10778,0.434561729,0.4498,0.774065883,0.193923874,0.000232802,0.009894075,0,0.005820044,0.016063322,0.003259225
Hartford city,WI,Hartford,218,WI2670110,0,0,N,NA,NA,,,NA,NA,,W,NA,Municipality,NA,NA,1/8/2011,NA,NA,14627,GW,NA,Monthly,Constant,0,Decreasing Block,4,20000,NA,25,NA,39.85,NA,44.8,NA,49.75,NA,59.65,NA,74.5,NA,99.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.7,NA,NA,NA,NA,NA,NA,NA,55169,181300,14627,5482,Washington,Southeastern,Implied Uniform Rate,1.28,11.5,29.95,34.9,64.6,69.55,Municipality,G,Monthly,1,Decreasing Block,NA,NA,Wisconsin,1,NA,0,0,NA,FALSE,0,0,14977,0.061761367,925,0.041663885,624,0.039527275,56784,1322,0.089270038,1968,0.13289216,3635,0.245458843,0.3771,0.938238633,0.016024571,0.008079055,0.003004607,0,0.014555652,0.020097483,0.001869533
Hartland village,WI,Hartland,219,WI2680205,0,1,N,NA,NA,,,0,2014,,W,NA,Municipality,Yes,NA,12/16/2016,NA,NA,9192,GW,NA,Quarterly,Constant,0,Decreasing Block,4,10000,NA,18.3,NA,28.38,NA,31.74,NA,35.1,NA,41.82,NA,51.9,NA,65.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.46,NA,NA,NA,NA,NA,NA,NA,68364,245500,9192,2999,Waukesha,Southeastern,Decreasing Block,1.05,9.7,21.66,25.02,45.18,48.54,Municipality,G,Quarterly,0,Decreasing Block,NA,NA,Wisconsin,0,2014,0,0,2014,FALSE,0,0,9268,0.031722054,294,0.026542943,246,0.064307294,90968,338,0.036751114,573,0.062302925,998,0.108513646,0.4652,0.968277946,0.002805352,0.002481657,0.018558481,0,0.002697454,0.005179111,0
Hartwell city,GA,Hartwell,242,GA1470000,0,0,N,NA,NA,,,NA,NA,,B,Hart County,Municipality,No,No,1/1/2018,33255,2737,7116,SW,NA,Monthly,Constant,1000,Uniform Rate,NA,NA,1.497716895,12.48,2.6,19.38,29.98,22.83,34.67,26.28,39.36,33.18,48.74,43.53,62.81,6.78,86.26,Monthly,Constant,1000,Uniform Rate,NA,NA,1.432586149,12.37,18.26,21.13,3.54,25.51,36.68,29.89,42.82,38.65,55.1,51.79,73.52,73.69,14.22,1.16,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipality,SW,Monthly,1,Uniform Rate,Monthly,Uniform Rate,Georgia,1,NA,0,0,NA,FALSE,0,0,4356,0.326675849,1423,0.312442608,1361,0.070018365,29593,930,0.228669781,1869,0.459552496,2418,0.594541431,0.5081,0.673324151,0.267217631,0,0.040863177,0,0.0043618,0.014233242,0
Hatley village,WI,Hatley,220,WI7371256,43,0,Y,2017,42,,,NA,NA,,W,NA,Municipality,Yes,NA,12/31/2017,NA,NA,385,GW,NA,Quarterly,Constant,5,Decreasing Block,3,10000,NA,23.18,NA,29.58,NA,34.38,NA,39.18,NA,48.78,NA,63.18,NA,78.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.98,NA,NA,NA,NA,NA,NA,NA,67188,153400,385,217,Marathon,North Central,Decreasing Block,1.06,11.18,23.18,24.78,53.58,58.38,Municipality,G,Quarterly,0,Decreasing Block,NA,NA,Wisconsin,0,2017,42,42,2017,FALSE,0,0,587,0.023850085,14,0.023850085,14,0.02044293,89107,24,0.04109589,41,0.070205479,76,0.130136986,0.3312,0.976149915,0,0,0.018739353,0,0.005110733,0,0
Haugen village,WI,Haugen,221,WI6030143,2,2,N,NA,NA,,Y,3,2020,,W,NA,Municipality,NA,NA,6/30/2003,NA,NA,287,GW,NA,Monthly,Constant,0,Decreasing Block,3,10000,NA,14.76,NA,20.49,NA,22.4,NA,24.31,NA,28.13,NA,33.86,NA,41.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.22,NA,NA,NA,NA,NA,NA,NA,44286,84400,287,147,Barron,West Central,Decreasing Block,0.98,8.04,16.67,18.58,30.04,31.95,Municipality,G,Monthly,1,Decreasing Block,NA,NA,Wisconsin,0,2020,3,3,2020,FALSE,0,0,299,0.033444816,10,0.033444816,10,0.060200669,50000,23,0.079861111,36,0.125,76,0.263888889,0.3448,0.966555184,0,0.033444816,0,0,0,0,0
Hawkins village,WI,Hawkins,222,WI8550129,1,0,N,NA,NA,,Y,1,2020,,W,NA,Municipality,NA,NA,7/1/2015,NA,NA,333,GW,NA,Quarterly,Constant,0,Decreasing Block,2,33333,NA,19.32,NA,29.22,NA,32.52,NA,35.82,NA,42.42,NA,52.32,NA,68.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.12,NA,NA,NA,NA,NA,NA,NA,32917,67300,333,196,Rusk,Northwest,Implied Uniform Rate,1.23,10.05,22.62,25.92,45.72,49.02,Municipality,G,Quarterly,0,Decreasing Block,NA,NA,Wisconsin,0,2020,1,1,2020,FALSE,0,0,387,0.046511628,18,0.010335917,4,0.010335917,32273,50,0.131926121,95,0.250659631,165,0.435356201,0.3864,0.953488372,0,0,0,0,0.010335917,0.036175711,0
Hawkinsville city,GA,Hartford Water Authority,241,GA2350000,1,0,N,NA,NA,,,1,2016,,W,Pulaski County,Other_Govt,No,NA,6/1/2010,38750,197,484,GW,NA,Monthly,Constant,2000,Uniform Rate,NA,NA,NA,24,NA,27.5,NA,31,NA,34.5,NA,41.5,NA,52,NA,69.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Authority,GW,Monthly,1,Uniform Rate,NA,NA,Georgia,0,2016,1,1,2016,FALSE,0,0,5294,0.646014356,3420,0.643936532,3409,0.008311296,33245,1225,0.326318594,1441,0.383857219,2328,0.620138519,0.4659,0.353985644,0.636191915,0.002644503,0.003966755,0,0.001133359,0.002077824,0
Hawkinsville city,GA,Hawkinsville,243,GA2350001,0,0,N,NA,NA,,,NA,NA,,B,Pulaski County,Municipality,Yes,Yes,1/1/2019,34315,1847,6650,GW,NA,Monthly,Constant,2500,Uniform Rate,NA,NA,1.560366786,11,22,12.73,23.73,16.18,27.18,19.63,3.63,26.53,37.53,36.88,47.88,54.13,65.13,Monthly,Constant,2500,Uniform Rate,NA,NA,1.55,11,22,12.8,23.8,16.4,27.4,2,31,27.2,38.2,38,49,56,67,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipality,GW,Monthly,1,Uniform Rate,Monthly,Uniform Rate,Georgia,1,NA,0,0,NA,FALSE,0,0,5294,0.646014356,3420,0.643936532,3409,0.008311296,33245,1225,0.326318594,1441,0.383857219,2328,0.620138519,0.4659,0.353985644,0.636191915,0.002644503,0.003966755,0,0.001133359,0.002077824,0
Hayden town,AZ,Hayden - Hayden Division,185,AZ0404054,27,0,Y,2020,6,,,NA,NA,,B,Gila,Municipality,Yes,Yes,3/1/2019,35750,350,870,Other,"Commercial rates differ for various customer classes; showing ""Business/Retail"" rates. Contact utility for rates that apply to other commercial customers.",Monthly,Constant,4000,Uniform Rate,NA,NA,NA,15.75,NA,15.75,NA,15.75,NA,17.06,NA,19.68,NA,23.61,NA,30.16,NA,Monthly,Constant,0,Non-Volumetric Flat Fee,NA,NA,NA,49.06,NA,49.06,NA,49.06,NA,49.06,NA,49.06,NA,49.06,NA,49.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipality,Purchase,M,1,Uniform Rate,M,Non-Volumetric Flat Fee,Arizona,0,2020,6,6,2020,FALSE,0,0,525,0.064761905,34,0.038095238,20,0.916190476,37500,134,0.255238095,235,0.447619048,305,0.580952381,0.3954,0.935238095,0,0,0.007619048,0,0.03047619,0.026666667,0.005714286
Hayward city,WI,Hayward,223,WI8580532,0,0,N,NA,NA,,,NA,NA,,W,NA,Municipality,NA,NA,2/17/2012,NA,NA,2340,GW,NA,Monthly,Constant,0,Decreasing Block,4,7000,NA,16.6,NA,27.55,NA,31.2,NA,34.85,NA,42.15,NA,51.9,NA,68.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5,NA,NA,NA,NA,NA,NA,NA,33094,129100,2340,1245,Sawyer,Northwest,Decreasing Block,1.63,8.6,20.25,23.9,45.4,48.65,Municipality,G,Monthly,1,Decreasing Block,NA,NA,Wisconsin,1,NA,0,0,NA,FALSE,0,0,2780,0.239568345,666,0.164748201,458,0.024820144,37670,581,0.220159151,1062,0.402425161,1456,0.551724138,0.4424,0.760431655,0.000719424,0.155755396,0.008273381,0,0,0.074820144,0
Hazel Green village,WI,Jamestown Sanitary District No. 2,246,WI2670580,1,0,N,NA,NA,,Y,0,2014,,W,NA,Other_Govt,NA,NA,10/1/1994,NA,NA,125,GW,NA,Quarterly,0,0,Flat,0,0,NA,20.83,NA,20.83,NA,20.83,NA,20.83,NA,20.83,NA,20.83,NA,20.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.83,NA,NA,NA,NA,NA,NA,NA,61354,125,NA,NA,Grant,South Western,None (Flat Fee),0.66,0,20.83,20.83,20.83,20.83,Sanitary District,G,Quarterly,0,None (Flat Fee),NA,NA,Wisconsin,0,2014,0,0,2014,FALSE,0,0,1009,0.008919722,9,0,0,0,56964,165,0.163528246,223,0.221010902,283,0.280475719,0.3992,0.991080278,0,0,0,0,0,0.008919722,0
Hazel Green village,WI,Hazel Green,224,WI1220102,2,0,N,NA,NA,,Y,0,2014,,W,NA,Municipality,NA,NA,7/15/2015,NA,NA,1256,GW,NA,Monthly,Constant,0,Decreasing Block,3,8976,NA,26.22,NA,35.53,NA,38.63,NA,41.73,NA,47.94,NA,56.91,NA,70.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.83,NA,NA,NA,NA,NA,NA,NA,61354,115100,1256,544,Grant,South Western,Decreasing Block,0.79,16.38,29.33,32.43,51.04,54.13,Municipality,G,Monthly,1,Decreasing Block,NA,NA,Wisconsin,0,2014,0,0,2014,FALSE,0,0,1009,0.008919722,9,0,0,0,56964,165,0.163528246,223,0.221010902,283,0.280475719,0.3992,0.991080278,0,0,0,0,0,0.008919722,0
Hazlehurst city,GA,Hazlehurst,244,GA1610001,1,0,N,NA,NA,,,0,2014,,B,Jeff Davis County,Municipality,No,No,NA,31860,2472,5504,GW,NA,Monthly,Constant,2000,Uniform Rate,NA,NA,1.499310345,15,22.5,17.25,25.87,19.5,29.24,21.75,32.61,26.25,39.35,33,49.46,44.25,66.31,Monthly,Constant,2000,Uniform Rate,NA,NA,1.472173913,15.5,23,18,26.62,2.5,3.24,23,33.86,28,41.1,35.5,51.96,48,7.6,1.19,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipality,GW,Monthly,1,Uniform Rate,Monthly,Uniform Rate,Georgia,0,2014,0,0,2014,FALSE,0,0,4147,0.409452616,1698,0.344586448,1429,0.222088257,29006,864,0.211092108,2412,0.589298803,2939,0.718055216,0.4307,0.590547384,0.284301905,0,0,0,0.060284543,0.064866168,0.02242585
Heard County,GA,Heard County Water Authority,245,GA1490000,0,0,N,NA,NA,,,NA,NA,,B,Heard County,Other_Govt,Yes,Yes,7/1/2019,42219,3143,8172,SW,NA,Monthly,By Meter Size,0,Increasing Block,3,5000,NA,14.95,NA,31.45,NA,36.95,NA,42.45,NA,56.35,NA,77.2,NA,115.95,NA,Monthly,By Meter Size,0,Uniform Rate,NA,NA,NA,14.95,NA,34.45,NA,4.95,NA,47.45,NA,6.45,NA,79.95,NA,112.45,NA,4.34,4.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Authority,SW,Monthly,1,Increasing Block,Monthly,Uniform Rate,NA,1,NA,0,0,NA,TRUE,1,1,11736,0.131049761,1538,0.097903885,1149,0.027436946,51358,1647,0.143217391,2834,0.246434783,4077,0.354521739,0.4038,0.868950239,0.087252897,0.000255624,0.00528289,0.000937287,0.004175187,0.033145876,0.002556237
Heber-Overgaard CDP,AZ,Heber Domestic Water Improvement District,186,AZ0409014,31,0,Y,2019,15,,,NA,NA,,W,Navajo,Other_Govt,NA,NA,NA,35600,392,944,GW,NA,Monthly,By Meter Size,0,Increasing Block,3,5000,NA,20,NA,25.25,NA,27,NA,28.75,NA,32.75,NA,38.75,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DWID,Groundwater,M,1,Increasing Block,NA,NA,Arizona,0,2019,15,15,2019,FALSE,0,0,2695,0.086827458,234,0.040445269,109,0.044155844,35417,601,0.223005566,1051,0.389981447,1257,0.466419295,0.396,0.913172542,0.00148423,0.030797774,0.004823748,0,0.003339518,0.046382189,0.001855288
Helen city,GA,Helen,246,GA3110001,0,0,N,NA,NA,,,NA,NA,,B,White County,Municipality,No,No,7/1/2018,44500,712,1851,Other,Residential = 1 REU; Commercial assumed = 4 REU's.,Monthly,Constant,0,Increasing Block,3,5000,1.573493976,8,15.5,15.65,25.79,18.2,29.22,2.75,32.65,26.35,4.25,34.75,51.65,48.75,7.65,Monthly,Constant,0,Increasing Block,3,5000,1.279471864,14.86,18.1,25.3,31.66,28.42,36.18,31.81,4.7,39.23,5.72,5.36,65.75,68.91,9.8,0.89,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipality,P,Monthly,1,Increasing Block,Monthly,Increasing Block,Georgia,1,NA,0,0,NA,FALSE,0,0,574,0.055749129,32,0.033101045,19,0,43984,42,0.073170732,66,0.114982578,199,0.346689895,0.4604,0.944250871,0.010452962,0,0.022648084,0,0,0.022648084,0
Henniker CDP,NH,Cogswell Springs - Water,29,NH1121010,2,0,N,NA,NA,,,2,2019,,W,NA,Municipality,NA,NA,NA,NA,530,2500,GW,NA,Other,Constant,2100,Uniform Rate,NA,NA,NA,27.17,NA,NA,NA,51.87,NA,64.87,NA,NA,NA,129.87,NA,194.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/1/2017,65776,Uniform Rate,NA,NA,77.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipality,G,Semi-annually,0,Uniform Rate,NA,NA,NA,0,2019,2,2,2019,FALSE,0,0,1756,0.087699317,154,0.070615034,124,0.014236902,69674,271,0.213891081,325,0.256511444,343,0.270718232,0.4608,0.912300683,0.0523918,0,0.017653759,0,0.000569476,0.017084282,0
Henry County,GA,Henry County Water Authority,247,GA1510001,0,0,N,NA,NA,,,NA,NA,,B,Henry County,Other_Govt,No,No,1/1/2018,64752,58536,218667,SW,NA,Monthly,Constant,0,Increasing Block,3,6000,1.499324507,12.64,18.96,27.26,4.88,32.13,48.18,37.1,55.49,48.51,72.74,68.4,12.57,116.85,175.25,Monthly,Constant,0,Increasing Block,2,6000,1.500135172,12.64,18.96,27.25,4.88,32.12,48.18,36.99,55.49,48.49,72.74,68.38,12.57,11.53,152.3,0.96,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Authority,SW,Monthly,1,Increasing Block,Monthly,Increasing Block,NA,1,NA,0,0,NA,TRUE,1,1,225356,0.521330695,117485,0.486736541,109689,0.068220948,71288,19070,0.085174995,37816,0.168902864,56017,0.250196523,0.3919,0.478669305,0.439331547,0.000687801,0.033364987,2.66E-05,0.013325583,0.034594153,0.006021584
Hephzibah city,GA,Hephzibah,248,GA2450002,0,1,N,NA,NA,,,1,2016,,B,Augusta-Richmond County Consolidated Government,Municipality,No,No,1/1/2017,53679,1500,4011,GW,NA,Monthly,By Meter Size,2500,Increasing Block,2,10000,NA,11,NA,11.78,NA,13.33,NA,14.88,NA,17.98,NA,22.63,NA,31.38,NA,Monthly,By Meter Size,2500,Uniform Rate,NA,NA,NA,11,NA,11.5,NA,12.5,NA,13.5,NA,15.5,NA,18.5,NA,23.5,NA,0.29,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipality,GW,Monthly,1,Increasing Block,Monthly,Uniform Rate,Georgia,0,2016,1,1,2016,FALSE,0,0,3977,0.333668594,1327,0.290168469,1154,0.049283379,54554,952,0.239376414,1259,0.316570279,1497,0.376414383,0.4774,0.666331406,0.261755092,0,0.00477747,0,0.023635906,0.043500126,0.014080966
Hiawassee city,GA,Hiawassee - below booster,250,GA2810000,0,0,N,NA,NA,,,NA,NA,,B,Towns County,Municipality,Yes,No,1/1/2014,36058,2114,5496,SW,Does not include NC rates.,Monthly,Constant,1200,Uniform Rate,NA,NA,1.070757957,24.67,25.48,33.67,35.56,38.67,41.16,43.67,46.76,53.67,57.96,68.67,74.76,93.67,12.76,Monthly,Constant,1000,Uniform Rate,NA,NA,1.146365815,24.88,28.61,37.48,43.1,43.78,5.21,5.8,57.41,62.68,71.81,81.58,93.41,113.8,129.41,1.49,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipality,SW,Monthly,1,Uniform Rate,Monthly,Uniform Rate,Georgia,1,NA,0,0,NA,FALSE,0,0,815,0.023312883,19,0.023312883,19,0.049079755,44643,71,0.10380117,100,0.14619883,176,0.257309942,0.4685,0.976687117,0.017177914,0,0.006134969,0,0,0,0
Hiawassee city,GA,Hiawassee - above booster,249,GA2810000,0,0,N,NA,NA,,,NA,NA,,B,Towns County,Municipality,Yes,No,6/1/2019,36058,2114,5496,SW,Does not include NC rates.,Monthly,Constant,1200,Uniform Rate,NA,NA,1.068008475,28.2,29.13,37.2,39.21,42.2,44.81,47.2,5.41,57.2,61.61,72.2,78.41,97.2,16.41,Monthly,Constant,1000,Uniform Rate,NA,NA,1.146365815,24.88,28.61,37.48,43.1,43.78,5.21,5.8,57.41,62.68,71.81,81.58,93.41,113.8,129.41,1.49,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipality,SW,Monthly,1,Uniform Rate,Monthly,Uniform Rate,Georgia,1,NA,0,0,NA,FALSE,0,0,815,0.023312883,19,0.023312883,19,0.049079755,44643,71,0.10380117,100,0.14619883,176,0.257309942,0.4685,0.976687117,0.017177914,0,0.006134969,0,0,0,0
